Fetching Dependent Repos
com.alipay.sofa:hessian - https://github.com/alipay/sofa-hessian - 30
sofastack/sofa-bolt: {'archived': False, 'fork': False, 'html_url': 'https://github.com/sofastack/sofa-bolt', 'stargazers_count': 2356, 'forks_count': 853, 'subscribers_count': 161}
moolegovardhan/MyOrders: {'archived': False, 'fork': False, 'html_url': 'https://github.com/moolegovardhan/MyOrders', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
KateSid/hotel: {'archived': False, 'fork': False, 'html_url': 'https://github.com/KateSid/hotel', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}

org.eclipse.californium:californium-core - https://github.com/eclipse/californium - 109
jetlinks/jetlinks-community: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jetlinks/jetlinks-community', 'stargazers_count': 4856, 'forks_count': 1548, 'subscribers_count': 135}
eclipse-leshan/leshan: {'archived': False, 'fork': False, 'html_url': 'https://github.com/eclipse-leshan/leshan', 'stargazers_count': 628, 'forks_count': 445, 'subscribers_count': 71}
IoT-Technology/Groza: {'archived': False, 'fork': False, 'html_url': 'https://github.com/IoT-Technology/Groza', 'stargazers_count': 542, 'forks_count': 211, 'subscribers_count': 40}
IoT-Technology/IoT-Toolkit: {'archived': False, 'fork': False, 'html_url': 'https://github.com/IoT-Technology/IoT-Toolkit', 'stargazers_count': 291, 'forks_count': 37, 'subscribers_count': 1}
jetlinks/demo-protocol: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jetlinks/demo-protocol', 'stargazers_count': 59, 'forks_count': 68, 'subscribers_count': 13}
thingsboard/performance-tests: {'archived': False, 'fork': False, 'html_url': 'https://github.com/thingsboard/performance-tests', 'stargazers_count': 37, 'forks_count': 49, 'subscribers_count': 16}
thingsboard/performance-tests: {'archived': False, 'fork': False, 'html_url': 'https://github.com/thingsboard/performance-tests', 'stargazers_count': 37, 'forks_count': 49, 'subscribers_count': 16}
jetlinks/jetlinks-supports: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jetlinks/jetlinks-supports', 'stargazers_count': 30, 'forks_count': 75, 'subscribers_count': 4}
hashmapinc/Tempus: {'archived': False, 'fork': False, 'html_url': 'https://github.com/hashmapinc/Tempus', 'stargazers_count': 29, 'forks_count': 10, 'subscribers_count': 22}
StijnGroenen/ikea-tradfri-api: {'archived': True, 'fork': False, 'html_url': 'https://github.com/StijnGroenen/ikea-tradfri-api', 'stargazers_count': 27, 'forks_count': 6, 'subscribers_count': 3}
eclipse-californium/californium.actinium: {'archived': False, 'fork': False, 'html_url': 'https://github.com/eclipse-californium/californium.actinium', 'stargazers_count': 11, 'forks_count': 16, 'subscribers_count': 7}
openthread/ot-registrar: {'archived': False, 'fork': False, 'html_url': 'https://github.com/openthread/ot-registrar', 'stargazers_count': 8, 'forks_count': 8, 'subscribers_count': 8}
wldt/wldt-core: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wldt/wldt-core', 'stargazers_count': 6, 'forks_count': 3, 'subscribers_count': 2}
Tanganelli/jmeter-coap: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Tanganelli/jmeter-coap', 'stargazers_count': 6, 'forks_count': 0, 'subscribers_count': 2}
remyleone/gateway-calipso: {'archived': True, 'fork': False, 'html_url': 'https://github.com/remyleone/gateway-calipso', 'stargazers_count': 4, 'forks_count': 1, 'subscribers_count': 3}
teslanet-nl/mule-coap-connector: {'archived': False, 'fork': False, 'html_url': 'https://github.com/teslanet-nl/mule-coap-connector', 'stargazers_count': 3, 'forks_count': 2, 'subscribers_count': 1}
soylent-grin/smart-meters-server: {'archived': False, 'fork': False, 'html_url': 'https://github.com/soylent-grin/smart-meters-server', 'stargazers_count': 2, 'forks_count': 0, 'subscribers_count': 2}
shihuc/nav: {'archived': False, 'fork': False, 'html_url': 'https://github.com/shihuc/nav', 'stargazers_count': 2, 'forks_count': 2, 'subscribers_count': 2}
bairwqbh/frame-parent: {'archived': False, 'fork': False, 'html_url': 'https://github.com/bairwqbh/frame-parent', 'stargazers_count': 1, 'forks_count': 4, 'subscribers_count': 1}
qiannianshaonian/Bifrost: {'archived': False, 'fork': False, 'html_url': 'https://github.com/qiannianshaonian/Bifrost', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
SmartBear/readyapi-coap-plugin: {'archived': False, 'fork': False, 'html_url': 'https://github.com/SmartBear/readyapi-coap-plugin', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 17}
teslanet-nl/mule-coap-client-connector: {'archived': False, 'fork': False, 'html_url': 'https://github.com/teslanet-nl/mule-coap-client-connector', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 1}
teslanet-nl/mule-coap-server-connector: {'archived': False, 'fork': False, 'html_url': 'https://github.com/teslanet-nl/mule-coap-server-connector', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 1}
rabimans/20July2020V1: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rabimans/20July2020V1', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 2}
jetlinks/transparent-protocol: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jetlinks/transparent-protocol', 'stargazers_count': 1, 'forks_count': 4, 'subscribers_count': 1}
keyshavmor/TUe-IoT-course: {'archived': False, 'fork': False, 'html_url': 'https://github.com/keyshavmor/TUe-IoT-course', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
beduino-project/dcaf-java: {'archived': False, 'fork': False, 'html_url': 'https://github.com/beduino-project/dcaf-java', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 4}
semiotproject/simulator-heat-meters: {'archived': False, 'fork': False, 'html_url': 'https://github.com/semiotproject/simulator-heat-meters', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 8}
semiotproject/simulator-electric-meters: {'archived': False, 'fork': False, 'html_url': 'https://github.com/semiotproject/simulator-electric-meters', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 8}
coap-com-au/SpringBootLeshan: {'archived': False, 'fork': False, 'html_url': 'https://github.com/coap-com-au/SpringBootLeshan', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 1}
CandoCorp/navity: {'archived': False, 'fork': False, 'html_url': 'https://github.com/CandoCorp/navity', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 2}
scando-pe/thingsboard: {'archived': False, 'fork': True, 'html_url': 'https://github.com/scando-pe/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
scando-pe/thingsboard: {'archived': False, 'fork': True, 'html_url': 'https://github.com/scando-pe/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
TiJOSApp/ti-coapserver-demo2: {'archived': False, 'fork': False, 'html_url': 'https://github.com/TiJOSApp/ti-coapserver-demo2', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
sbernard31/leshan: {'archived': False, 'fork': True, 'html_url': 'https://github.com/sbernard31/leshan', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
z2z2qp/mongo-coap: {'archived': False, 'fork': False, 'html_url': 'https://github.com/z2z2qp/mongo-coap', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
colmoon/demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/colmoon/demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
FrancescoMenga/OmniconThingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/FrancescoMenga/OmniconThingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
FrancescoMenga/OmniconThingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/FrancescoMenga/OmniconThingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
eric-erki/thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/eric-erki/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
ArtemHalushko/thingsboard-old: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ArtemHalushko/thingsboard-old', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
simonlim/Simon: {'archived': False, 'fork': False, 'html_url': 'https://github.com/simonlim/Simon', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
1922028065/netty-demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/1922028065/netty-demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
PatrIoT-Framework/patriot-data-generator: {'archived': False, 'fork': False, 'html_url': 'https://github.com/PatrIoT-Framework/patriot-data-generator', 'stargazers_count': 0, 'forks_count': 7, 'subscribers_count': 3}
avlo/thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/avlo/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
HaiAlison/thingsboard-vietnamese: {'archived': False, 'fork': False, 'html_url': 'https://github.com/HaiAlison/thingsboard-vietnamese', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
HaiAlison/thingsboard-vietnamese: {'archived': False, 'fork': False, 'html_url': 'https://github.com/HaiAlison/thingsboard-vietnamese', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
zealpane/zz-core: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zealpane/zz-core', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
th1j5/leshan-server-solid: {'archived': True, 'fork': False, 'html_url': 'https://github.com/th1j5/leshan-server-solid', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
Tpro4391/thingsboard-TPro: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Tpro4391/thingsboard-TPro', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
rogierc/cf-issue-834: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rogierc/cf-issue-834', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
teslanet-nl/mule-coap-commons: {'archived': False, 'fork': False, 'html_url': 'https://github.com/teslanet-nl/mule-coap-commons', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
rogierc/mule-coap-commons: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rogierc/mule-coap-commons', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
Taowyoo/gateway-device-app: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Taowyoo/gateway-device-app', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 2}
Intelligent-Internet-of-Things-Course/coap-playground: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Intelligent-Internet-of-Things-Course/coap-playground', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
muka/servioticy-microrest: {'archived': False, 'fork': False, 'html_url': 'https://github.com/muka/servioticy-microrest', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
rabimans/1AugThingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rabimans/1AugThingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
rabimans/test_thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rabimans/test_thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
lstq-lab/dynamatics_iot_platform: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lstq-lab/dynamatics_iot_platform', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
Stinger101/leshan-el: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Stinger101/leshan-el', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 3}
karthikSTD1997/IOS: {'archived': False, 'fork': False, 'html_url': 'https://github.com/karthikSTD1997/IOS', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
sunflowerxll/Steyr: {'archived': False, 'fork': False, 'html_url': 'https://github.com/sunflowerxll/Steyr', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
seayuehao/groza-parent: {'archived': False, 'fork': False, 'html_url': 'https://github.com/seayuehao/groza-parent', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
user-amanshah/iot_gateway: {'archived': False, 'fork': False, 'html_url': 'https://github.com/user-amanshah/iot_gateway', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
damianarellanes/dxman: {'archived': False, 'fork': False, 'html_url': 'https://github.com/damianarellanes/dxman', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
mustafaakgul/platform: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mustafaakgul/platform', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
basaranntaner/thingsboard_original: {'archived': False, 'fork': False, 'html_url': 'https://github.com/basaranntaner/thingsboard_original', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
dpy615/thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dpy615/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
rabimans/21July2020: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rabimans/21July2020', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
rabimans/thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rabimans/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
rabimans/board: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rabimans/board', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
rabimans/19July2020V2: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rabimans/19July2020V2', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
rabimans/things: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rabimans/things', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
sjf10050/learning-demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/sjf10050/learning-demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
rajendraprasadnathan/thingsboard.io: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rajendraprasadnathan/thingsboard.io', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
darkcloudn/IoT-Thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/darkcloudn/IoT-Thingsboard', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
chency87/Thingsboard-SIA: {'archived': False, 'fork': False, 'html_url': 'https://github.com/chency87/Thingsboard-SIA', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
kiranrameshs/IoT-GatewayDeviceApplication: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kiranrameshs/IoT-GatewayDeviceApplication', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
popo860623/leshan_test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/popo860623/leshan_test', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
ZhangJiaLei123/thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ZhangJiaLei123/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
rabimans/auto: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rabimans/auto', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
kratika042/IOT_JAVA: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kratika042/IOT_JAVA', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
KevenPotter/demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/KevenPotter/demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
teslanet-nl/mule-coap-connector-testutils: {'archived': False, 'fork': False, 'html_url': 'https://github.com/teslanet-nl/mule-coap-connector-testutils', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
hanyu079/test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/hanyu079/test', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
UniSurreyIoT/smart-ics-annotator: {'archived': False, 'fork': False, 'html_url': 'https://github.com/UniSurreyIoT/smart-ics-annotator', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
wxsSteven/Iotdm-jybot: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wxsSteven/Iotdm-jybot', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 3}
gulx-dky/thingsboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/gulx-dky/thingsboard', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
dmytro-m/Sensor-Network-WEB: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dmytro-m/Sensor-Network-WEB', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 3}
geebeearun/Networks: {'archived': False, 'fork': False, 'html_url': 'https://github.com/geebeearun/Networks', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
